ensembl_id,gene_symbol
ENSG00000112539,C6orf118
ENSG00000112541,PDE10A
ENSG00000112561,TFEB
ENSG00000112562,SMOC2
ENSG00000112576,CCND3
ENSG00000112592,TBP
ENSG00000112640,PPP2R5D
ENSG00000112699,GMDS
ENSG00000112715,VEGFA
ENSG00000112742,TTK
ENSG00000112761,CCN6
ENSG00000112769,LAMA4
ENSG00000112773,TENT5A
ENSG00000112782,CLIC5
ENSG00000112796,ENPP5
ENSG00000112837,TBX18
ENSG00000112964,GHR
ENSG00000112992,NNT
ENSG00000113141,IK
ENSG00000113161,HMGCR
ENSG00000113196,HAND1
ENSG00000113282,CLINT1
ENSG00000113327,GABRG2
ENSG00000113389,NPR3
ENSG00000113391,ARB2A
ENSG00000113448,PDE4D
ENSG00000113494,PRLR
ENSG00000113504,SLC12A7
ENSG00000113555,PCDH12
ENSG00000113578,FGF1
ENSG00000113580,NR3C1
ENSG00000113594,LIFR
ENSG00000113621,TXNDC15
ENSG00000113645,WWC1
ENSG00000113721,PDGFRB
ENSG00000113739,STC2
ENSG00000113742,CPEB4
ENSG00000113749,HRH2
ENSG00000113805,CNTN3
ENSG00000113810,SMC4
ENSG00000113916,BCL6
ENSG00000113966,ARL6
ENSG00000114013,CD86
ENSG00000114054,PCCB
ENSG00000114062,UBE3A
ENSG00000114251,WNT5A
ENSG00000114270,COL7A1
ENSG00000114346,ECT2
ENSG00000114378,HYAL1
ENSG00000114439,BBX
ENSG00000114446,IFT57
ENSG00000114450,GNB4
ENSG00000114554,PLXNA1
ENSG00000114626,ABTB1
ENSG00000114631,PODXL2
ENSG00000114648,KLHL18
ENSG00000114738,MAPKAPK3
ENSG00000114742,WDR48
ENSG00000114854,TNNC1
ENSG00000114859,CLCN2
ENSG00000114861,FOXP1
ENSG00000115008,IL1A
ENSG00000115009,CCL20
ENSG00000115053,NCL
ENSG00000115091,ACTR3
ENSG00000115109,EPB41L5
ENSG00000115112,TFCP2L1
ENSG00000115138,POMC
ENSG00000115155,OTOF
ENSG00000115159,GPD2
ENSG00000115170,ACVR1
ENSG00000115204,MPV17
ENSG00000115211,EIF2B4
ENSG00000115226,FNDC4
ENSG00000115233,PSMD14
ENSG00000115252,PDE1A
ENSG00000115267,IFIH1
ENSG00000115268,RPS15
ENSG00000115286,NDUFS7
ENSG00000115290,GRB14
ENSG00000115295,CLIP4
ENSG00000115306,SPTBN1
ENSG00000115310,RTN4
ENSG00000115317,HTRA2
ENSG00000115368,WDR75
ENSG00000115380,EFEMP1
ENSG00000115392,FANCL
ENSG00000115414,FN1
ENSG00000115459,ELMOD3
ENSG00000115464,USP34
ENSG00000115468,EFHD1
ENSG00000115504,EHBP1
ENSG00000115507,OTX1
ENSG00000115524,SF3B1
ENSG00000115592,PRKAG3
ENSG00000115604,IL18R1
ENSG00000115607,IL18RAP
ENSG00000115677,HDLBP
ENSG00000115705,TPO
ENSG00000115760,BIRC6
ENSG00000115840,SLC25A12
ENSG00000115850,LCT
ENSG00000115884,SDC1
ENSG00000115896,PLCL1
ENSG00000115904,SOS1
ENSG00000115919,KYNU
ENSG00000115944,COX7A2L
ENSG00000115947,ORC4
ENSG00000115970,THADA
ENSG00000116016,EPAS1
ENSG00000116032,GRIN3B
ENSG00000116044,NFE2L2
ENSG00000116062,MSH6
ENSG00000116106,EPHA4
ENSG00000116120,FARSB
ENSG00000116127,ALMS1
ENSG00000116132,PRRX1
ENSG00000116183,PAPPA2
ENSG00000116288,PARK7
ENSG00000116329,OPRD1
ENSG00000116406,EDEM3
ENSG00000116478,HDAC1
ENSG00000116641,DOCK7
ENSG00000116678,LEPR
ENSG00000116679,IVNS1ABP
ENSG00000116704,SLC35D1
ENSG00000116711,PLA2G4A
ENSG00000116731,PRDM2
ENSG00000116771,AGMAT
ENSG00000116783,TNNI3K
ENSG00000116786,PLEKHM2
ENSG00000116815,CD58
ENSG00000116833,NR5A2
ENSG00000116991,SIPA1L2
ENSG00000117318,ID3
ENSG00000117335,CD46
ENSG00000117407,ARTN
ENSG00000117448,AKR1A1
ENSG00000117477,CCDC181
ENSG00000117479,SLC19A2
ENSG00000117480,FAAH
ENSG00000117500,TMED5
ENSG00000117505,DR1
ENSG00000117569,PTBP2
ENSG00000117586,TNFSF4
ENSG00000117592,PRDX6
ENSG00000117601,SERPINC1
ENSG00000117650,NEK2
ENSG00000117707,PROX1
ENSG00000117713,ARID1A
ENSG00000117724,CENPF
ENSG00000117748,RPA2
ENSG00000117868,ESYT2
ENSG00000117877,POLR1G
ENSG00000117984,CTSD
ENSG00000118004,COLEC11
ENSG00000118007,STAG1
ENSG00000118046,STK11
ENSG00000118137,APOA1
ENSG00000118193,KIF14
ENSG00000118194,TNNT2
ENSG00000118245,TNP1
ENSG00000118260,CREB1
ENSG00000118271,TTR
ENSG00000118298,CA14
ENSG00000118432,CNR1
ENSG00000118482,PHF3
ENSG00000118503,TNFAIP3
ENSG00000118513,MYB
ENSG00000118557,PMFBP1
ENSG00000118689,FOXO3
ENSG00000118690,ARMC2
ENSG00000118702,GHRH
ENSG00000118733,OLFM3
ENSG00000118777,ABCG2
ENSG00000118922,KLF12
ENSG00000118946,PCDH17
ENSG00000118971,CCND2
ENSG00000118972,FGF23
ENSG00000119004,CYP20A1
ENSG00000119013,NDUFB3
ENSG00000119139,TJP2
ENSG00000119242,CCDC92
ENSG00000119318,RAD23B
ENSG00000119408,NEK6
ENSG00000119421,NDUFA8
ENSG00000119457,SLC46A2
ENSG00000119487,MAPKAP1
ENSG00000119508,NR4A3
ENSG00000119514,GALNT12
ENSG00000119535,CSF3R
ENSG00000119599,DCAF4
ENSG00000119640,ACYP1
ENSG00000119650,IFT43
ENSG00000119681,LTBP2
ENSG00000119684,MLH3
ENSG00000119689,DLST
ENSG00000119699,TGFB3
ENSG00000119771,KLHL29
ENSG00000119772,DNMT3A
ENSG00000119866,BCL11A
ENSG00000119899,SLC17A5
ENSG00000119906,SLF2
ENSG00000119913,TECTB
ENSG00000119927,GPAM
ENSG00000119965,C10orf88
ENSG00000119973,PRLHR
ENSG00000120008,WDR11
ENSG00000120029,ARMH3
ENSG00000120054,CPN1
ENSG00000120063,GNA13
ENSG00000120071,KANSL1
ENSG00000120088,CRHR1
ENSG00000120094,HOXB1
ENSG00000120156,TEK
ENSG00000120217,CD274
ENSG00000120262,CCDC170
ENSG00000120278,PLEKHG1
ENSG00000120279,MYCT1
ENSG00000120306,CYSTM1
ENSG00000120341,SEC16B
ENSG00000120451,SNX19
ENSG00000120659,TNFSF11
ENSG00000120688,WBP4
ENSG00000120729,MYOT
ENSG00000120738,EGR1
ENSG00000120820,GLT8D2
ENSG00000120868,APAF1
ENSG00000120903,CHRNA2
ENSG00000120907,ADRA1A
ENSG00000120937,NPPB
ENSG00000120949,TNFRSF8
ENSG00000121068,TBX2
ENSG00000121101,TEX14
ENSG00000121207,LRAT
ENSG00000121210,TMEM131L
ENSG00000121281,ADCY7
ENSG00000121350,PYROXD1
ENSG00000121741,ZMYM2
ENSG00000121774,KHDRBS1
ENSG00000121807,CCR2
ENSG00000121858,TNFSF10
ENSG00000121879,PIK3CA
ENSG00000121898,CPXM2
ENSG00000121966,CXCR4
ENSG00000122008,POLK
ENSG00000122012,SV2C
ENSG00000122025,FLT3
ENSG00000122122,SASH3
ENSG00000122145,TBX22
ENSG00000122194,PLG
ENSG00000122378,PRXL2A
ENSG00000122482,ZNF644
ENSG00000122507,BBS9
ENSG00000122512,PMS2
ENSG00000122515,ZMIZ2
ENSG00000122585,NPY
ENSG00000122641,INHBA
ENSG00000122642,FKBP9
ENSG00000122691,TWIST1
ENSG00000122787,AKR1D1
ENSG00000122861,PLAU
ENSG00000122863,CHST3
ENSG00000122966,CIT
ENSG00000122971,ACADS
ENSG00000122986,HVCN1
ENSG00000123094,RASSF8
ENSG00000123095,BHLHE41
ENSG00000123096,SSPN
ENSG00000123104,ITPR2
ENSG00000123106,CCDC91
ENSG00000123268,ATF1
ENSG00000123329,ARHGAP9
ENSG00000123374,CDK2
ENSG00000123384,LRP1
ENSG00000123411,IKZF4
ENSG00000123416,TUBA1B
ENSG00000123473,STIL
ENSG00000123500,COL10A1
ENSG00000123545,NDUFAF4
ENSG00000123609,NMI
ENSG00000123636,BAZ2B
ENSG00000123700,KCNJ2
ENSG00000123815,COQ8B
ENSG00000123838,C4BPA
ENSG00000123892,RAB38
ENSG00000123901,GPR83
ENSG00000124067,SLC12A4
ENSG00000124126,PREX1
ENSG00000124134,KCNS1
ENSG00000124145,SDC4
ENSG00000124181,PLCG1
ENSG00000124191,TOX2
ENSG00000124198,ARFGEF2
ENSG00000124207,CSE1L
ENSG00000124228,DDX27
ENSG00000124251,TP53TG5
ENSG00000124253,PCK1
ENSG00000124275,MTRR
ENSG00000124299,PEPD
ENSG00000124422,USP22
ENSG00000124493,GRM4
ENSG00000124496,TRERF1
ENSG00000124587,PEX6
ENSG00000124608,AARS2
ENSG00000124664,SPDEF
ENSG00000124678,TCP11
ENSG00000124713,GNMT
ENSG00000124762,CDKN1A
ENSG00000124766,SOX4
ENSG00000124782,RREB1
ENSG00000124783,SSR1
ENSG00000124788,ATXN1
ENSG00000124882,EREG
ENSG00000124920,MYRF
ENSG00000125046,SSUH2
ENSG00000125084,WNT1
ENSG00000125107,CNOT1
ENSG00000125124,BBS2
ENSG00000125255,SLC10A2
ENSG00000125266,EFNB2
ENSG00000125356,NDUFA1
ENSG00000125363,AMELX
ENSG00000125378,BMP4
ENSG00000125388,GRK4
ENSG00000125398,SOX9
ENSG00000125430,HS3ST3B1
ENSG00000125508,SRMS
ENSG00000125510,OPRL1
ENSG00000125520,SLC2A4RG
ENSG00000125534,PPDPF
ENSG00000125618,PAX8
ENSG00000125637,PSD4
ENSG00000125675,GRIA3
ENSG00000125753,VASP
ENSG00000125772,GPCPD1
ENSG00000125779,PANK2
ENSG00000125780,TGM3
ENSG00000125798,FOXA2
ENSG00000125845,BMP2
ENSG00000125848,FLRT3
ENSG00000125850,OVOL2
ENSG00000125851,PCSK2
ENSG00000125864,BFSP1
ENSG00000125868,DSTN
ENSG00000125871,MGME1
ENSG00000125898,FAM110A
ENSG00000125944,HNRNPR
ENSG00000125952,MAX
ENSG00000125965,GDF5
ENSG00000125968,ID1
ENSG00000125991,ERGIC3
ENSG00000126215,XRCC3
ENSG00000126218,F10
ENSG00000126266,FFAR1
ENSG00000126456,IRF3
ENSG00000126602,TRAP1
ENSG00000126752,SSX1
ENSG00000126777,KTN1
ENSG00000126860,EVI2A
ENSG00000126895,AVPR2
ENSG00000127152,BCL11B
ENSG00000127329,PTPRB
ENSG00000127337,YEATS4
ENSG00000127415,IDUA
ENSG00000127418,FGFRL1
ENSG00000127419,TMEM175
ENSG00000127483,HP1BP3
ENSG00000127527,EPS15L1
ENSG00000127603,MACF1
ENSG00000127616,SMARCA4
ENSG00000127663,KDM4B
ENSG00000127824,TUBA4A
ENSG00000127914,AKAP9
ENSG00000127948,POR
ENSG00000127952,STYXL1
ENSG00000127955,GNAI1
ENSG00000127980,PEX1
ENSG00000128052,KDR
ENSG00000128228,SDF2L1
ENSG00000128266,GNAZ
ENSG00000128268,MGAT3
ENSG00000128271,ADORA2A
ENSG00000128274,A4GALT
ENSG00000128284,APOL3
ENSG00000128513,POT1
ENSG00000128567,PODXL
ENSG00000128573,FOXP2
ENSG00000128594,LRRC4
ENSG00000128602,SMO
ENSG00000128604,IRF5
ENSG00000128609,NDUFA5
ENSG00000128708,HAT1
ENSG00000128714,HOXD13
ENSG00000128731,HERC2
ENSG00000128833,MYO5C
ENSG00000128849,CGNL1
ENSG00000128881,TTBK2
ENSG00000128918,ALDH1A2
ENSG00000128973,CLN6
ENSG00000129038,LOXL1
ENSG00000129071,MBD4
ENSG00000129084,PSMA1
ENSG00000129152,MYOD1
ENSG00000129159,KCNC1
ENSG00000129214,SHBG
ENSG00000129226,CD68
ENSG00000129244,ATP1B2
ENSG00000129351,ILF3
ENSG00000129355,CDKN2D
ENSG00000129451,KLK10
ENSG00000129484,PARP2
ENSG00000129514,FOXA1
ENSG00000129595,EPB41L4A
ENSG00000129646,QRICH2
ENSG00000129667,RHBDF2
ENSG00000129757,CDKN1C
ENSG00000129810,SGO1
ENSG00000129932,DOHH
ENSG00000129933,MAU2
ENSG00000129951,PLPPR3
ENSG00000129993,CBFA2T3
ENSG00000130158,DOCK6
ENSG00000130164,LDLR
ENSG00000130173,ANGPTL8
ENSG00000130193,THEM6
ENSG00000130202,NECTIN2
ENSG00000130203,APOE
ENSG00000130204,TOMM40
ENSG00000130208,APOC1
ENSG00000130222,GADD45G
ENSG00000130226,DPP6
ENSG00000130255,RPL36
ENSG00000130283,GDF1
ENSG00000130294,KIF1A
ENSG00000130299,GTPBP3
ENSG00000130303,BST2
ENSG00000130305,NSUN5
ENSG00000130382,MLLT1
ENSG00000130414,NDUFA10
ENSG00000130427,EPO
ENSG00000130429,ARPC1B
ENSG00000130475,FCHO1
ENSG00000130513,GDF15
ENSG00000130522,JUND
ENSG00000130529,TRPM4
ENSG00000130592,LSP1
ENSG00000130595,TNNT3
ENSG00000130656,HBZ
ENSG00000130699,TAF4
ENSG00000130714,POMT1
ENSG00000130734,ATG4D
ENSG00000130749,ZC3H4
ENSG00000130779,CLIP1
ENSG00000130816,DNMT1
ENSG00000130826,DKC1
ENSG00000130876,SLC7A10
ENSG00000130921,MTRFR
ENSG00000130935,NOL11
ENSG00000130940,CASZ1
ENSG00000130956,HABP4
ENSG00000131018,SYNE1
ENSG00000131095,GFAP
ENSG00000131100,ATP6V1E1
ENSG00000131149,GSE1
ENSG00000131183,SLC34A1
ENSG00000131196,NFATC1
ENSG00000131323,TRAF3
ENSG00000131374,TBC1D5
ENSG00000131437,KIF3A
ENSG00000131470,PSMC3IP
ENSG00000131471,AOC3
ENSG00000131507,NDFIP1
ENSG00000131620,ANO1
ENSG00000131653,TRAF7
ENSG00000131668,BARX1
ENSG00000131697,NPHP4
ENSG00000131711,MAP1B
ENSG00000131747,TOP2A
ENSG00000131748,STARD3
ENSG00000131759,RARA
ENSG00000131781,FMO5
ENSG00000131808,FSHB
ENSG00000131899,LLGL1
ENSG00000131931,THAP1
ENSG00000131981,LGALS3
ENSG00000132031,MATN3
ENSG00000132153,DHX30
ENSG00000132164,SLC6A11
ENSG00000132170,PPARG
ENSG00000132199,ENOSF1
ENSG00000132329,RAMP1
ENSG00000132405,TBC1D14
ENSG00000132429,POPDC3
ENSG00000132437,DDC
ENSG00000132471,WBP2
ENSG00000132475,H3-3B
ENSG00000132485,ZRANB2
ENSG00000132510,KDM6B
ENSG00000132514,CLEC10A
ENSG00000132535,DLG4
ENSG00000132554,RGS22
ENSG00000132600,PRMT7
ENSG00000132604,TERF2
ENSG00000132613,MTSS2
ENSG00000132622,HSPA12B
ENSG00000132669,RIN2
ENSG00000132671,SSTR4
ENSG00000132676,DAP3
ENSG00000132693,CRP
ENSG00000132704,FCRL2
ENSG00000132718,SYT11
ENSG00000132740,IGHMBP2
ENSG00000132773,TOE1
ENSG00000132781,MUTYH
ENSG00000132825,PPP1R3D
ENSG00000132842,AP3B1
ENSG00000132846,ZBED3
ENSG00000132849,PATJ
ENSG00000132855,ANGPTL3
ENSG00000132874,SLC14A2
ENSG00000132906,CASP9
ENSG00000132911,NMUR2
ENSG00000132915,PDE6A
ENSG00000132938,MTUS2
ENSG00000132975,GPR12
ENSG00000133019,CHRM3
ENSG00000133027,PEMT
ENSG00000133048,CHI3L1
ENSG00000133065,SLC41A1
ENSG00000133083,DCLK1
ENSG00000133101,CCNA1
ENSG00000133105,RXFP2
ENSG00000133110,POSTN
ENSG00000133114,GPALPP1
ENSG00000133121,STARD13
ENSG00000133193,VCF1
ENSG00000133216,EPHB2
ENSG00000133256,PDE6B
ENSG00000133313,CNDP2
ENSG00000133392,MYH11
ENSG00000133422,MORC2
ENSG00000133433,GSTT2B
ENSG00000133561,GIMAP6
ENSG00000133574,GIMAP4
ENSG00000133703,KRAS
ENSG00000133794,BMAL1
ENSG00000133812,SBF2
ENSG00000133818,RRAS2
ENSG00000133895,MEN1
ENSG00000133983,COX16
ENSG00000134042,MRO
ENSG00000134058,CDK7
ENSG00000134086,VHL
ENSG00000134107,BHLHE40
ENSG00000134109,EDEM1
ENSG00000134160,TRPM1
ENSG00000134184,GSTM1
ENSG00000134222,PSRC1
ENSG00000134242,PTPN22
ENSG00000134243,SORT1
ENSG00000134250,NOTCH2
ENSG00000134256,CD101
ENSG00000134259,NGF
ENSG00000134278,SPIRE1
ENSG00000134294,SLC38A2
ENSG00000134363,FST
ENSG00000134389,CFHR5
ENSG00000134440,NARS1
ENSG00000134480,CCNH
ENSG00000134508,CABLES1
ENSG00000134532,SOX5
ENSG00000134538,SLCO1B1
ENSG00000134571,MYBPC3
ENSG00000134574,DDB2
ENSG00000134575,ACP2
ENSG00000134595,SOX3
ENSG00000134640,MTNR1B
ENSG00000134686,PHC2
ENSG00000134775,FHOD3
ENSG00000134780,DAGLA
ENSG00000134815,DHX34
ENSG00000134824,FADS2
ENSG00000134825,TMEM258
ENSG00000134864,GGACT
ENSG00000134871,COL4A2
ENSG00000134882,UBAC2
ENSG00000134899,ERCC5
ENSG00000134954,ETS1
ENSG00000134982,APC
ENSG00000134996,OSTF1
ENSG00000135002,RFK
ENSG00000135048,CEMIP2
ENSG00000135069,PSAT1
ENSG00000135074,ADAM19
ENSG00000135090,TAOK3
ENSG00000135094,SDS
ENSG00000135100,HNF1A
ENSG00000135111,TBX3
ENSG00000135144,DTX1
ENSG00000135205,CCDC146
ENSG00000135241,PNPLA8
ENSG00000135253,KCP
ENSG00000135298,ADGRB3
ENSG00000135312,HTR1B
ENSG00000135315,CEP162
ENSG00000135318,NT5E
ENSG00000135333,EPHA7
ENSG00000135362,PRR5L
ENSG00000135365,PHF21A
ENSG00000135372,NAT10
ENSG00000135406,PRPH
ENSG00000135423,GLS2
ENSG00000135446,CDK4
ENSG00000135469,COQ10A
ENSG00000135472,FAIM2
ENSG00000135517,MIP
ENSG00000135519,KCNH3
ENSG00000135535,CD164
ENSG00000135587,SMPD2
ENSG00000135636,DYSF
ENSG00000135655,USP15
ENSG00000135679,MDM2
ENSG00000135744,AGT
ENSG00000135776,ABCB10
ENSG00000135821,GLUL
ENSG00000135835,KIAA1614
ENSG00000135845,PIGC
ENSG00000135898,GPR55
ENSG00000135917,SLC19A3
ENSG00000135968,GCC2
ENSG00000135974,C2orf49
ENSG00000136011,STAB2
ENSG00000136040,PLXNC1
ENSG00000136059,VILL
ENSG00000136104,RNASEH2B
ENSG00000136153,LMO7
ENSG00000136158,SPRY2
ENSG00000136238,RAC1
ENSG00000136244,IL6
ENSG00000136280,CCM2
ENSG00000136286,MYO1G
ENSG00000136371,MTHFS
ENSG00000136379,ABHD17C
ENSG00000136381,IREB2
ENSG00000136492,BRIP1
ENSG00000136514,RTP4
ENSG00000136521,NDUFB5
ENSG00000136531,SCN2A
ENSG00000136535,TBR1
ENSG00000136536,MARCHF7
ENSG00000136546,SCN7A
ENSG00000136560,TANK
ENSG00000136574,GATA4
ENSG00000136630,HLX
ENSG00000136688,IL36G
ENSG00000136689,IL1RN
ENSG00000136695,IL36RN
ENSG00000136697,IL1F10
ENSG00000136770,DNAJC1
ENSG00000136826,KLF4
ENSG00000136859,ANGPTL2
ENSG00000136868,SLC31A1
ENSG00000136869,TLR4
ENSG00000136872,ALDOB
ENSG00000136908,DPM2
ENSG00000136931,NR5A1
ENSG00000136997,MYC
ENSG00000137033,IL33
ENSG00000137038,DMAC1
ENSG00000137106,GRHPR
ENSG00000137161,CNPY3
ENSG00000137166,FOXP4
ENSG00000137193,PIM1
ENSG00000137198,GMPR
ENSG00000137218,FRS3
ENSG00000137221,TJAP1
ENSG00000137267,TUBB2A
ENSG00000137273,FOXF2
ENSG00000137285,TUBB2B
ENSG00000137309,HMGA1
ENSG00000137473,TTC29
ENSG00000137474,MYO7A
ENSG00000137507,LRRC32
ENSG00000137573,SULF1
ENSG00000137642,SORL1
ENSG00000137656,BUD13
ENSG00000137693,YAP1
ENSG00000137709,POU2F3
ENSG00000137713,PPP2R1B
ENSG00000137745,MMP13
ENSG00000137764,MAP2K5
ENSG00000137801,THBS1
ENSG00000137807,KIF23
ENSG00000137817,PARP6
ENSG00000137834,SMAD6
ENSG00000137869,CYP19A1
ENSG00000137871,ZNF280D
ENSG00000137872,SEMA6D
ENSG00000137960,GIPC2
ENSG00000137975,CLCA2
ENSG00000137976,DNASE2B
ENSG00000138002,IFT172
ENSG00000138028,CGREF1
ENSG00000138031,ADCY3
ENSG00000138036,DYNC2LI1
ENSG00000138039,LHCGR
ENSG00000138075,ABCG5
ENSG00000138078,PREPL
ENSG00000138081,FBXO11
ENSG00000138083,SIX3
ENSG00000138101,DTNB
ENSG00000138109,CYP2C9
ENSG00000138160,KIF11
ENSG00000138175,ARL3
ENSG00000138180,CEP55
ENSG00000138193,PLCE1
ENSG00000138207,RBP4
ENSG00000138246,DNAJC13
ENSG00000138316,ADAMTS14
ENSG00000138336,TET1
ENSG00000138376,BARD1
ENSG00000138378,STAT4
ENSG00000138380,CARF
ENSG00000138413,IDH1
ENSG00000138433,CIR1
ENSG00000138439,FAM117B
ENSG00000138448,ITGAV
ENSG00000138483,CCDC54
ENSG00000138622,HCN4
ENSG00000138640,FAM13A
ENSG00000138669,PRKG2
ENSG00000138674,SEC31A
ENSG00000138675,FGF5
ENSG00000138684,IL21
ENSG00000138685,FGF2
ENSG00000138696,BMPR1B
ENSG00000138735,PDE5A
ENSG00000138738,PRDM5
ENSG00000138759,FRAS1
ENSG00000138771,SHROOM3
ENSG00000138772,ANXA3
ENSG00000138778,CENPE
ENSG00000138785,INTS12
ENSG00000138795,LEF1
ENSG00000138798,EGF
ENSG00000138802,SEC24B
ENSG00000138814,PPP3CA
ENSG00000138821,SLC39A8
ENSG00000138823,MTTP
ENSG00000138829,FBN2
ENSG00000138834,MAPK8IP3
ENSG00000138835,RGS3
ENSG00000139044,B4GALNT3
ENSG00000139083,ETV6
ENSG00000139173,TMEM117
ENSG00000139187,KLRG1
ENSG00000139209,SLC38A4
ENSG00000139218,SCAF11
ENSG00000139219,COL2A1
ENSG00000139220,PPFIA2
ENSG00000139233,LLPH
ENSG00000139269,INHBE
ENSG00000139323,POC1B
ENSG00000139324,TMTC3
ENSG00000139329,LUM
ENSG00000139352,ASCL1
ENSG00000139428,MMAB
ENSG00000139436,GIT2
ENSG00000139514,SLC7A1
ENSG00000139517,LNX2
ENSG00000139531,SUOX
ENSG00000139567,ACVRL1
ENSG00000139597,N4BP2L1
ENSG00000139618,BRCA2
ENSG00000139624,CERS5
ENSG00000139687,RB1
ENSG00000139697,SBNO1
ENSG00000139718,SETD1B
ENSG00000139725,RHOF
ENSG00000139800,ZIC5
ENSG00000139842,CUL4A
ENSG00000139874,SSTR1
ENSG00000139988,RDH12
ENSG00000140009,ESR2
ENSG00000140093,SERPINA10
ENSG00000140262,TCF12
ENSG00000140307,GTF2A2
ENSG00000140319,SRP14
ENSG00000140332,TLE3
ENSG00000140367,UBE2Q2
ENSG00000140368,PSTPIP1
ENSG00000140374,ETFA
ENSG00000140382,HMG20A
ENSG00000140386,SCAPER
ENSG00000140396,NCOA2
ENSG00000140398,NEIL1
ENSG00000140400,MAN2C1
ENSG00000140416,TPM1
ENSG00000140443,IGF1R
ENSG00000140455,USP3
ENSG00000140459,CYP11A1
ENSG00000140464,PML
ENSG00000140465,CYP1A1
ENSG00000140479,PCSK6
ENSG00000140481,CCDC33
ENSG00000140506,LMAN1L
ENSG00000140521,POLG
ENSG00000140538,NTRK3
ENSG00000140575,IQGAP1
ENSG00000140650,PMM2
ENSG00000140675,SLC5A2
ENSG00000140718,FTO
ENSG00000140829,DHX38
ENSG00000140832,MARVELD3
ENSG00000140836,ZFHX3
ENSG00000140853,NLRC5
ENSG00000140961,OSGIN1
ENSG00000140968,IRF8
ENSG00000141013,GAS8
ENSG00000141027,NCOR1
ENSG00000141052,MYOCD
ENSG00000141068,KSR1
ENSG00000141198,TOM1L1
ENSG00000141279,NPEPPS
ENSG00000141293,SKAP1
ENSG00000141337,ARSG
ENSG00000141338,ABCA8
ENSG00000141376,BCAS3
ENSG00000141378,PTRH2
ENSG00000141385,AFG3L2
ENSG00000141448,GATA6
ENSG00000141449,GREB1L
ENSG00000141452,RMC1
ENSG00000141458,NPC1
ENSG00000141503,MINK1
ENSG00000141505,ASGR1
ENSG00000141510,TP53
ENSG00000141524,TMC6
ENSG00000141526,SLC16A3
ENSG00000141568,FOXK2
ENSG00000141579,ZNF750
ENSG00000141580,WDR45B
ENSG00000141646,SMAD4
ENSG00000141736,ERBB2
ENSG00000141744,PNMT
ENSG00000141837,CACNA1A
ENSG00000141867,BRD4
ENSG00000141905,NFIC
ENSG00000141968,VAV1
ENSG00000142156,COL6A1
ENSG00000142168,SOD1
ENSG00000142208,AKT1
ENSG00000142224,IL19
ENSG00000142303,ADAMTS10
ENSG00000142408,CACNG8
ENSG00000142409,ZNF787
ENSG00000142459,EVI5L
ENSG00000142484,TM4SF5
ENSG00000142507,PSMB6
ENSG00000142599,RERE
ENSG00000142606,MMEL1
ENSG00000142611,PRDM16
ENSG00000142615,CELA2A
ENSG00000142619,PADI3
ENSG00000142627,EPHA2
ENSG00000142655,PEX14
ENSG00000142700,DMRTA2
ENSG00000142748,FCN3
ENSG00000142765,SYTL1
ENSG00000142798,HSPG2
ENSG00000142867,BCL10
ENSG00000143013,LMO4
ENSG00000143032,BARHL2
ENSG00000143126,CELSR2
ENSG00000143153,ATP1B1
ENSG00000143196,DPT
ENSG00000143207,COP1
ENSG00000143226,FCGR2A
ENSG00000143228,NUF2
ENSG00000143248,RGS5
ENSG00000143324,XPR1
ENSG00000143373,ZNF687
ENSG00000143387,CTSK
ENSG00000143412,ANXA9
ENSG00000143418,CERS2
ENSG00000143499,SMYD2
ENSG00000143502,SUSD4
ENSG00000143507,DUSP10
ENSG00000143515,ATP8B2
ENSG00000143536,CRNN
ENSG00000143537,ADAM15
ENSG00000143546,S100A8
ENSG00000143575,HAX1
ENSG00000143578,CREB3L4
ENSG00000143614,GATAD2B
ENSG00000143631,FLG
ENSG00000143632,ACTA1
ENSG00000143641,GALNT2
